CaseID,Activity,CompleteTimestamp,CumTimeInterval
1219,Activity L,1970-01-01 15:00:00,21600.0
1219,Activity J,,
1219,,1970-01-01 15:00:00,21600.0
1219,Activity N,1970-01-01 15:00:00,21600.0
1219,,1970-01-01 16:00:00,25200.0
1219,,,
1220,,1970-01-01 09:00:00,0.0
1220,,1970-01-01 10:00:00,3600.0
1220,Activity C,,
1220,,1970-01-01 12:00:00,10800.0
1220,Activity E,1970-01-01 13:00:00,14400.0
1220,Activity K,1970-01-01 14:00:00,18000.0
1220,Activity G,1970-01-01 14:00:00,18000.0
1220,Activity M,1970-01-01 14:00:00,18000.0
1220,Activity L,1970-01-01 15:00:00,21600.0
1220,Activity J,,
1220,Activity I,1970-01-01 15:00:00,21600.0
1220,Activity N,1970-01-01 15:00:00,21600.0
1220,Activity H,1970-01-01 16:00:00,25200.0
1220,Activity F,1970-01-01 17:00:00,28800.0
1221,Activity A,1970-01-01 09:00:00,0.0
1221,,1970-01-01 10:00:00,3600.0
1221,Activity C,1970-01-01 11:00:00,7200.0
1221,Activity D,1970-01-01 12:00:00,10800.0
1221,Activity E,1970-01-01 13:00:00,14400.0
1221,,,
1221,Activity K,1970-01-01 14:00:00,18000.0
1221,Activity M,1970-01-01 14:00:00,18000.0
1221,Activity I,,
1221,Activity J,1970-01-01 15:00:00,21600.0
1221,,1970-01-01 15:00:00,21600.0
1221,Activity N,1970-01-01 15:00:00,21600.0
1221,Activity H,1970-01-01 16:00:00,25200.0
1221,Activity F,1970-01-01 17:00:00,28800.0
1222,Activity A,,
1222,Activity B,1970-01-01 10:00:00,3600.0
1222,Activity C,,
1222,Activity D,,
1222,Activity E,1970-01-01 13:00:00,14400.0
1222,,,
1222,Activity K,1970-01-01 14:00:00,18000.0
1222,Activity G,1970-01-01 14:00:00,18000.0
1222,,1970-01-01 15:00:00,21600.0
1222,,1970-01-01 15:00:00,21600.0
1222,Activity J,,
1222,Activity I,1970-01-01 15:00:00,21600.0
1222,Activity H,,
1222,Activity F,1970-01-01 17:00:00,28800.0
1223,Activity A,1970-01-01 09:00:00,0.0
1223,Activity B,1970-01-01 10:00:00,3600.0
1223,Activity C,1970-01-01 11:00:00,7200.0
1223,Activity D,,
1223,,,
1223,Activity M,1970-01-01 14:00:00,18000.0
1223,Activity K,1970-01-01 14:00:00,18000.0
1223,Activity G,,
1223,Activity N,1970-01-01 15:00:00,21600.0
1223,Activity L,1970-01-01 15:00:00,21600.0
1223,Activity I,1970-01-01 15:00:00,21600.0
1223,Activity J,1970-01-01 15:00:00,21600.0
1223,Activity H,,
1223,Activity F,1970-01-01 17:00:00,28800.0
1224,Activity A,,
1224,Activity B,1970-01-01 10:00:00,3600.0
1224,,,
1224,Activity D,1970-01-01 12:00:00,10800.0
1224,Activity E,,
1224,Activity M,,
1224,Activity G,,
1224,Activity K,,
1224,Activity N,1970-01-01 15:00:00,21600.0
1224,,1970-01-01 15:00:00,21600.0
1224,Activity I,1970-01-01 15:00:00,21600.0
1224,Activity L,1970-01-01 15:00:00,21600.0
1224,,1970-01-01 16:00:00,25200.0
1224,Activity F,1970-01-01 17:00:00,28800.0
1225,,,
1225,Activity B,,
1225,,1970-01-01 11:00:00,7200.0
1225,Activity D,1970-01-01 12:00:00,10800.0
1225,,,
1225,Activity K,1970-01-01 14:00:00,18000.0
1225,Activity M,1970-01-01 14:00:00,18000.0
1225,,1970-01-01 14:00:00,18000.0
1225,Activity L,1970-01-01 15:00:00,21600.0
1225,Activity N,1970-01-01 15:00:00,21600.0
1225,,,
1225,,,
1225,,,
1225,,,
1226,,1970-01-01 09:00:00,0.0
1226,,,
1226,Activity C,1970-01-01 11:00:00,7200.0
1226,,,
1226,Activity E,,
1226,Activity M,1970-01-01 14:00:00,18000.0
1226,Activity G,1970-01-01 14:00:00,18000.0
1226,Activity K,1970-01-01 14:00:00,18000.0
1226,Activity N,1970-01-01 15:00:00,21600.0
1226,Activity J,1970-01-01 15:00:00,21600.0
1226,,,
1226,,1970-01-01 15:00:00,21600.0
1226,Activity H,1970-01-01 16:00:00,25200.0
1226,Activity F,1970-01-01 17:00:00,28800.0
1227,Activity A,1970-01-01 09:00:00,0.0
1227,Activity B,,
1227,,1970-01-01 11:00:00,7200.0
1227,,1970-01-01 12:00:00,10800.0
1227,Activity E,1970-01-01 13:00:00,14400.0
1227,Activity G,1970-01-01 14:00:00,18000.0
1227,Activity M,1970-01-01 14:00:00,18000.0
1227,Activity K,,
1227,Activity J,1970-01-01 15:00:00,21600.0
1227,,1970-01-01 15:00:00,21600.0
1227,Activity N,,
1227,Activity L,1970-01-01 15:00:00,21600.0
1227,,1970-01-01 16:00:00,25200.0
1227,,1970-01-01 17:00:00,28800.0
1228,Activity A,1970-01-01 09:00:00,0.0
1228,Activity B,1970-01-01 10:00:00,3600.0
1228,,1970-01-01 11:00:00,7200.0
1228,Activity D,1970-01-01 12:00:00,10800.0
1228,Activity E,,
1228,Activity K,1970-01-01 14:00:00,18000.0
1228,,,
1228,Activity G,,
1228,Activity L,,
1228,Activity N,1970-01-01 15:00:00,21600.0
1228,,,
1228,Activity I,,
1228,Activity H,1970-01-01 16:00:00,25200.0
1228,Activity F,1970-01-01 17:00:00,28800.0
1229,Activity A,,
1229,Activity B,1970-01-01 10:00:00,3600.0
1229,Activity C,,
1229,Activity D,1970-01-01 12:00:00,10800.0
1229,,1970-01-01 13:00:00,14400.0
1229,Activity M,1970-01-01 14:00:00,18000.0
1229,Activity K,1970-01-01 14:00:00,18000.0
1229,Activity G,,
1229,,1970-01-01 15:00:00,21600.0
1229,Activity L,1970-01-01 15:00:00,21600.0
1229,,1970-01-01 15:00:00,21600.0
1229,Activity I,1970-01-01 15:00:00,21600.0
1229,,,
1229,,,
1230,Activity A,1970-01-01 09:00:00,0.0
1230,Activity B,,
1230,Activity C,1970-01-01 11:00:00,7200.0
1230,Activity D,1970-01-01 12:00:00,10800.0
1230,Activity E,,
1230,Activity M,,
1230,Activity G,1970-01-01 14:00:00,18000.0
1230,,1970-01-01 14:00:00,18000.0
1230,Activity N,,
1230,Activity I,1970-01-01 15:00:00,21600.0
1230,,1970-01-01 15:00:00,21600.0
1230,Activity L,1970-01-01 15:00:00,21600.0
1230,,,
1230,Activity F,,
1231,,,
1231,Activity B,,
1231,Activity C,1970-01-01 11:00:00,7200.0
1231,Activity D,1970-01-01 12:00:00,10800.0
1231,Activity E,1970-01-01 13:00:00,14400.0
1231,Activity G,1970-01-01 14:00:00,18000.0
1231,Activity M,1970-01-01 14:00:00,18000.0
1231,,1970-01-01 14:00:00,18000.0
1231,Activity J,,
1231,,1970-01-01 15:00:00,21600.0
1231,Activity N,1970-01-01 15:00:00,21600.0
1231,,1970-01-01 15:00:00,21600.0
1231,,,
1231,Activity F,1970-01-01 17:00:00,28800.0
1232,Activity A,1970-01-01 09:00:00,0.0
1232,Activity B,1970-01-01 10:00:00,3600.0
1232,,1970-01-01 11:00:00,7200.0
1232,Activity D,,
1232,,,
1232,,,
1232,,1970-01-01 14:00:00,18000.0
1232,Activity K,,
1232,Activity N,,
1232,,1970-01-01 15:00:00,21600.0
1232,Activity J,,
1232,Activity L,,
1232,Activity H,1970-01-01 16:00:00,25200.0
1232,Activity F,1970-01-01 17:00:00,28800.0
1233,Activity A,,
1233,Activity B,1970-01-01 10:00:00,3600.0
1233,Activity C,1970-01-01 11:00:00,7200.0
1233,,,
1233,Activity E,1970-01-01 13:00:00,14400.0
1233,Activity G,1970-01-01 14:00:00,18000.0
1233,Activity K,1970-01-01 14:00:00,18000.0
1233,Activity M,1970-01-01 14:00:00,18000.0
1233,,1970-01-01 15:00:00,21600.0
1233,Activity I,,
1233,Activity L,1970-01-01 15:00:00,21600.0
1233,,,
1233,Activity H,,
1233,,,
1234,Activity A,1970-01-01 09:00:00,0.0
1234,Activity B,1970-01-01 10:00:00,3600.0
1234,,,
1234,Activity D,1970-01-01 12:00:00,10800.0
1234,Activity E,1970-01-01 13:00:00,14400.0
1234,Activity K,1970-01-01 14:00:00,18000.0
1234,Activity G,,
1234,,1970-01-01 14:00:00,18000.0
1234,,,
1234,Activity I,1970-01-01 15:00:00,21600.0
1234,,,
1234,Activity N,1970-01-01 15:00:00,21600.0
1234,Activity H,1970-01-01 16:00:00,25200.0
1234,Activity F,1970-01-01 17:00:00,28800.0
1235,Activity A,1970-01-01 09:00:00,0.0
1235,Activity B,1970-01-01 10:00:00,3600.0
1235,Activity C,,
1235,Activity D,,
1235,,,
1235,Activity K,1970-01-01 14:00:00,18000.0
1235,,1970-01-01 14:00:00,18000.0
1235,Activity G,1970-01-01 14:00:00,18000.0
1235,Activity L,1970-01-01 15:00:00,21600.0
1235,Activity N,1970-01-01 15:00:00,21600.0
1235,Activity I,1970-01-01 15:00:00,21600.0
1235,Activity J,1970-01-01 15:00:00,21600.0
1235,Activity H,,
1235,Activity F,1970-01-01 17:00:00,28800.0
1236,,1970-01-01 09:00:00,0.0
1236,Activity B,1970-01-01 10:00:00,3600.0
1236,Activity C,1970-01-01 11:00:00,7200.0
1236,,1970-01-01 12:00:00,10800.0
1236,Activity E,1970-01-01 13:00:00,14400.0
1236,,1970-01-01 14:00:00,18000.0
1236,Activity K,1970-01-01 14:00:00,18000.0
1236,,1970-01-01 14:00:00,18000.0
1236,Activity I,1970-01-01 15:00:00,21600.0
1236,,,
1236,Activity L,1970-01-01 15:00:00,21600.0
1236,Activity N,1970-01-01 15:00:00,21600.0
1236,Activity H,,
1236,,1970-01-01 17:00:00,28800.0
1237,Activity A,,
1237,Activity B,,
1237,Activity C,,
1237,Activity D,1970-01-01 12:00:00,10800.0
1237,Activity E,1970-01-01 13:00:00,14400.0
1237,Activity K,1970-01-01 14:00:00,18000.0
1237,Activity G,,
1237,Activity M,1970-01-01 14:00:00,18000.0
1237,Activity L,1970-01-01 15:00:00,21600.0
1237,Activity I,1970-01-01 15:00:00,21600.0
1237,,1970-01-01 15:00:00,21600.0
1237,Activity N,1970-01-01 15:00:00,21600.0
1237,Activity H,1970-01-01 16:00:00,25200.0
1237,Activity F,1970-01-01 17:00:00,28800.0
1238,,1970-01-01 09:00:00,0.0
1238,,1970-01-01 10:00:00,3600.0
1238,Activity C,1970-01-01 11:00:00,7200.0
1238,Activity D,,
1238,Activity E,1970-01-01 13:00:00,14400.0
1238,Activity M,1970-01-01 14:00:00,18000.0
1238,,1970-01-01 14:00:00,18000.0
1238,Activity G,,
1238,,,
1238,,,
1238,,1970-01-01 15:00:00,21600.0
1238,Activity J,1970-01-01 15:00:00,21600.0
1238,Activity H,1970-01-01 16:00:00,25200.0
1238,,1970-01-01 17:00:00,28800.0
1239,,1970-01-01 09:00:00,0.0
1239,,,
1239,,1970-01-01 11:00:00,7200.0
1239,Activity D,,
1239,Activity E,,
1239,Activity K,1970-01-01 14:00:00,18000.0
1239,Activity G,1970-01-01 14:00:00,18000.0
1239,,1970-01-01 14:00:00,18000.0
1239,Activity L,1970-01-01 15:00:00,21600.0
1239,Activity I,1970-01-01 15:00:00,21600.0
1239,Activity J,1970-01-01 15:00:00,21600.0
1239,Activity N,,
1239,Activity H,1970-01-01 16:00:00,25200.0
1239,Activity F,,
1240,Activity A,1970-01-01 09:00:00,0.0
1240,,1970-01-01 10:00:00,3600.0
1240,,1970-01-01 11:00:00,7200.0
1240,,1970-01-01 12:00:00,10800.0
1240,,1970-01-01 13:00:00,14400.0
1240,Activity M,1970-01-01 14:00:00,18000.0
1240,Activity G,1970-01-01 14:00:00,18000.0
1240,Activity K,1970-01-01 14:00:00,18000.0
1240,Activity N,1970-01-01 15:00:00,21600.0
1240,,,
1240,Activity J,1970-01-01 15:00:00,21600.0
1240,Activity L,1970-01-01 15:00:00,21600.0
1240,Activity H,1970-01-01 16:00:00,25200.0
1240,,1970-01-01 17:00:00,28800.0
1241,Activity A,1970-01-01 09:00:00,0.0
1241,Activity B,1970-01-01 10:00:00,3600.0
1241,Activity C,1970-01-01 11:00:00,7200.0
1241,Activity D,,
1241,Activity E,1970-01-01 13:00:00,14400.0
1241,,1970-01-01 14:00:00,18000.0
1241,Activity M,1970-01-01 14:00:00,18000.0
1241,Activity G,1970-01-01 14:00:00,18000.0
1241,,,
1241,,1970-01-01 15:00:00,21600.0
1241,Activity J,1970-01-01 15:00:00,21600.0
1241,,,
1241,,,
1241,Activity F,1970-01-01 17:00:00,28800.0
1242,,1970-01-01 09:00:00,0.0
1242,,,
1242,Activity C,,
1242,Activity D,,
1242,Activity E,,
1242,Activity M,,
1242,,1970-01-01 14:00:00,18000.0
1242,Activity G,1970-01-01 14:00:00,18000.0
1242,Activity N,1970-01-01 15:00:00,21600.0
1242,,1970-01-01 15:00:00,21600.0
1242,Activity J,,
1242,Activity I,,
1242,Activity H,1970-01-01 16:00:00,25200.0
1242,Activity F,1970-01-01 17:00:00,28800.0
1243,,1970-01-01 09:00:00,0.0
1243,Activity B,1970-01-01 10:00:00,3600.0
1243,Activity C,,
1243,Activity D,1970-01-01 12:00:00,10800.0
1243,Activity E,,
1243,,1970-01-01 14:00:00,18000.0
1243,Activity M,1970-01-01 14:00:00,18000.0
1243,Activity G,1970-01-01 14:00:00,18000.0
1243,Activity L,1970-01-01 15:00:00,21600.0
1243,Activity N,1970-01-01 15:00:00,21600.0
1243,Activity J,1970-01-01 15:00:00,21600.0
1243,,1970-01-01 15:00:00,21600.0
1243,Activity H,1970-01-01 16:00:00,25200.0
1243,,1970-01-01 17:00:00,28800.0
1244,Activity A,1970-01-01 09:00:00,0.0
1244,Activity B,,
1244,,1970-01-01 11:00:00,7200.0
1244,Activity D,1970-01-01 12:00:00,10800.0
1244,Activity E,1970-01-01 13:00:00,14400.0
1244,,1970-01-01 14:00:00,18000.0
1244,,1970-01-01 14:00:00,18000.0
1244,Activity K,,
1244,Activity N,1970-01-01 15:00:00,21600.0
1244,Activity I,1970-01-01 15:00:00,21600.0
1244,Activity J,1970-01-01 15:00:00,21600.0
1244,Activity L,1970-01-01 15:00:00,21600.0
1244,Activity H,1970-01-01 16:00:00,25200.0
1244,Activity F,1970-01-01 17:00:00,28800.0
1245,Activity A,1970-01-01 09:00:00,0.0
1245,Activity B,1970-01-01 10:00:00,3600.0
1245,,1970-01-01 11:00:00,7200.0
1245,Activity D,1970-01-01 12:00:00,10800.0
1245,,1970-01-01 13:00:00,14400.0
1245,,,
1245,,,
1245,Activity K,,
1245,,1970-01-01 15:00:00,21600.0
1245,Activity I,1970-01-01 15:00:00,21600.0
1245,Activity N,1970-01-01 15:00:00,21600.0
1245,Activity L,1970-01-01 15:00:00,21600.0
1245,Activity H,1970-01-01 16:00:00,25200.0
1245,Activity F,1970-01-01 17:00:00,28800.0
1246,Activity A,1970-01-01 09:00:00,0.0
1246,Activity B,,
1246,Activity C,1970-01-01 11:00:00,7200.0
1246,,1970-01-01 12:00:00,10800.0
1246,,1970-01-01 13:00:00,14400.0
1246,Activity G,,
1246,Activity M,1970-01-01 14:00:00,18000.0
1246,Activity K,1970-01-01 14:00:00,18000.0
1246,,1970-01-01 15:00:00,21600.0
1246,,1970-01-01 15:00:00,21600.0
1246,,1970-01-01 15:00:00,21600.0
1246,Activity L,1970-01-01 15:00:00,21600.0
1246,Activity H,1970-01-01 16:00:00,25200.0
1246,Activity F,1970-01-01 17:00:00,28800.0
1247,,,
1247,Activity B,,
1247,Activity C,1970-01-01 11:00:00,7200.0
1247,Activity D,1970-01-01 12:00:00,10800.0
1247,Activity E,1970-01-01 13:00:00,14400.0
1247,,1970-01-01 14:00:00,18000.0
1247,,1970-01-01 14:00:00,18000.0
1247,Activity K,1970-01-01 14:00:00,18000.0
1247,Activity N,1970-01-01 15:00:00,21600.0
1247,Activity J,,
1247,Activity I,1970-01-01 15:00:00,21600.0
1247,Activity L,,
1247,Activity H,1970-01-01 16:00:00,25200.0
1247,Activity F,1970-01-01 17:00:00,28800.0
1248,Activity A,1970-01-01 09:00:00,0.0
1248,Activity B,,
1248,Activity C,,
1248,,1970-01-01 12:00:00,10800.0
1248,,,
1248,,,
1248,Activity M,1970-01-01 14:00:00,18000.0
1248,,,
1248,Activity L,1970-01-01 15:00:00,21600.0
1248,,,
1248,,,
1248,Activity I,1970-01-01 15:00:00,21600.0
1248,,,
1248,Activity F,1970-01-01 17:00:00,28800.0
1249,Activity A,1970-01-01 09:00:00,0.0
1249,Activity B,1970-01-01 10:00:00,3600.0
1249,Activity C,,
1249,Activity D,,
1249,Activity E,,
1249,Activity K,1970-01-01 14:00:00,18000.0
1249,,,
1249,,1970-01-01 14:00:00,18000.0
1249,Activity L,1970-01-01 15:00:00,21600.0
1249,,,
1249,Activity J,,
1249,,1970-01-01 15:00:00,21600.0
1249,,1970-01-01 16:00:00,25200.0
1249,Activity F,,
1250,,1970-01-01 09:00:00,0.0
1250,Activity B,1970-01-01 10:00:00,3600.0
1250,Activity C,1970-01-01 11:00:00,7200.0
1250,Activity D,1970-01-01 12:00:00,10800.0
1250,Activity E,,
1250,Activity K,1970-01-01 14:00:00,18000.0
1250,Activity G,,
1250,,,
1250,,1970-01-01 15:00:00,21600.0
1250,Activity J,1970-01-01 15:00:00,21600.0
1250,,,
1250,,1970-01-01 15:00:00,21600.0
1250,,,
1250,Activity F,,
1251,,1970-01-01 09:00:00,0.0
1251,,1970-01-01 10:00:00,3600.0
1251,Activity C,,
1251,Activity D,1970-01-01 12:00:00,10800.0
1251,Activity E,1970-01-01 13:00:00,14400.0
1251,,,
1251,,1970-01-01 14:00:00,18000.0
1251,,1970-01-01 14:00:00,18000.0
1251,Activity I,1970-01-01 15:00:00,21600.0
1251,Activity J,1970-01-01 15:00:00,21600.0
1251,Activity N,1970-01-01 15:00:00,21600.0
1251,Activity L,1970-01-01 15:00:00,21600.0
1251,,1970-01-01 16:00:00,25200.0
1251,Activity F,1970-01-01 17:00:00,28800.0
1252,,1970-01-01 09:00:00,0.0
1252,Activity B,1970-01-01 10:00:00,3600.0
1252,Activity C,1970-01-01 11:00:00,7200.0
1252,Activity D,,
1252,Activity E,1970-01-01 13:00:00,14400.0
1252,,1970-01-01 14:00:00,18000.0
1252,,,
1252,,1970-01-01 14:00:00,18000.0
1252,Activity I,1970-01-01 15:00:00,21600.0
1252,,,
1252,Activity N,,
1252,Activity L,,
1252,,1970-01-01 16:00:00,25200.0
1252,Activity F,,
1253,Activity A,1970-01-01 09:00:00,0.0
1253,Activity B,1970-01-01 10:00:00,3600.0
1253,,,
1253,Activity D,1970-01-01 12:00:00,10800.0
1253,Activity E,,
1253,Activity G,1970-01-01 14:00:00,18000.0
1253,,1970-01-01 14:00:00,18000.0
1253,Activity M,1970-01-01 14:00:00,18000.0
1253,Activity I,1970-01-01 15:00:00,21600.0
1253,,1970-01-01 15:00:00,21600.0
1253,Activity L,1970-01-01 15:00:00,21600.0
1253,Activity N,1970-01-01 15:00:00,21600.0
1253,Activity H,,
1253,,,
1254,,1970-01-01 09:00:00,0.0
1254,Activity B,1970-01-01 10:00:00,3600.0
1254,,1970-01-01 11:00:00,7200.0
1254,,,
1254,,1970-01-01 13:00:00,14400.0
1254,Activity M,1970-01-01 14:00:00,18000.0
1254,,,
1254,Activity K,1970-01-01 14:00:00,18000.0
1254,,,
1254,,1970-01-01 15:00:00,21600.0
1254,,1970-01-01 15:00:00,21600.0
1254,Activity L,1970-01-01 15:00:00,21600.0
1254,,1970-01-01 16:00:00,25200.0
1254,Activity F,1970-01-01 17:00:00,28800.0
1255,Activity A,1970-01-01 09:00:00,0.0
1255,Activity B,1970-01-01 10:00:00,3600.0
1255,,1970-01-01 11:00:00,7200.0
1255,,1970-01-01 12:00:00,10800.0
1255,,1970-01-01 13:00:00,14400.0
1255,,1970-01-01 14:00:00,18000.0
1255,Activity M,1970-01-01 14:00:00,18000.0
1255,Activity G,1970-01-01 14:00:00,18000.0
1255,,1970-01-01 15:00:00,21600.0
1255,Activity N,1970-01-01 15:00:00,21600.0
1255,Activity I,1970-01-01 15:00:00,21600.0
1255,Activity J,1970-01-01 15:00:00,21600.0
1255,Activity H,1970-01-01 16:00:00,25200.0
1255,Activity F,1970-01-01 17:00:00,28800.0
1256,Activity A,1970-01-01 09:00:00,0.0
1256,,,
1256,Activity C,1970-01-01 11:00:00,7200.0
1256,Activity D,1970-01-01 12:00:00,10800.0
1256,Activity E,1970-01-01 13:00:00,14400.0
1256,Activity K,1970-01-01 14:00:00,18000.0
1256,Activity G,1970-01-01 14:00:00,18000.0
1256,Activity M,1970-01-01 14:00:00,18000.0
1256,,1970-01-01 15:00:00,21600.0
1256,,1970-01-01 15:00:00,21600.0
1256,Activity J,,
1256,Activity N,,
1256,Activity H,,
1256,Activity F,1970-01-01 17:00:00,28800.0
1257,Activity A,1970-01-01 09:00:00,0.0
1257,,1970-01-01 10:00:00,3600.0
1257,Activity C,1970-01-01 11:00:00,7200.0
1257,,,
1257,Activity E,1970-01-01 13:00:00,14400.0
1257,Activity M,1970-01-01 14:00:00,18000.0
1257,Activity K,,
1257,Activity G,1970-01-01 14:00:00,18000.0
1257,Activity N,1970-01-01 15:00:00,21600.0
1257,,,
1257,Activity J,1970-01-01 15:00:00,21600.0
1257,Activity I,1970-01-01 15:00:00,21600.0
1257,Activity H,1970-01-01 16:00:00,25200.0
1257,Activity F,1970-01-01 17:00:00,28800.0
1258,,,
1258,Activity B,1970-01-01 10:00:00,3600.0
1258,Activity C,1970-01-01 11:00:00,7200.0
1258,,1970-01-01 12:00:00,10800.0
1258,,,
1258,Activity M,1970-01-01 14:00:00,18000.0
1258,Activity K,,
1258,Activity G,1970-01-01 14:00:00,18000.0
1258,Activity N,1970-01-01 15:00:00,21600.0
1258,Activity L,1970-01-01 15:00:00,21600.0
1258,,1970-01-01 15:00:00,21600.0
1258,Activity I,,
1258,Activity H,,
1258,Activity F,,
1259,,1970-01-01 09:00:00,0.0
1259,Activity B,1970-01-01 10:00:00,3600.0
1259,Activity C,1970-01-01 11:00:00,7200.0
1259,Activity D,1970-01-01 12:00:00,10800.0
1259,Activity E,,
1259,,1970-01-01 14:00:00,18000.0
1259,Activity M,1970-01-01 14:00:00,18000.0
1259,,1970-01-01 14:00:00,18000.0
1259,Activity J,1970-01-01 15:00:00,21600.0
1259,Activity I,,
1259,,1970-01-01 15:00:00,21600.0
1259,,,
1259,Activity H,1970-01-01 16:00:00,25200.0
1259,Activity F,1970-01-01 17:00:00,28800.0
1260,Activity A,1970-01-01 09:00:00,0.0
1260,Activity B,1970-01-01 10:00:00,3600.0
1260,Activity C,1970-01-01 11:00:00,7200.0
1260,,1970-01-01 12:00:00,10800.0
1260,,1970-01-01 13:00:00,14400.0
1260,Activity G,1970-01-01 14:00:00,18000.0
1260,,1970-01-01 14:00:00,18000.0
1260,Activity M,,
1260,Activity I,,
1260,Activity J,1970-01-01 15:00:00,21600.0
1260,,1970-01-01 15:00:00,21600.0
1260,Activity N,1970-01-01 15:00:00,21600.0
1260,,1970-01-01 16:00:00,25200.0
1260,Activity F,1970-01-01 17:00:00,28800.0
1261,,1970-01-01 09:00:00,0.0
1261,Activity B,1970-01-01 10:00:00,3600.0
1261,Activity C,1970-01-01 11:00:00,7200.0
1261,Activity D,1970-01-01 12:00:00,10800.0
1261,Activity E,1970-01-01 13:00:00,14400.0
1261,Activity M,1970-01-01 14:00:00,18000.0
1261,Activity K,1970-01-01 14:00:00,18000.0
1261,,1970-01-01 14:00:00,18000.0
1261,Activity N,1970-01-01 15:00:00,21600.0
1261,Activity L,1970-01-01 15:00:00,21600.0
1261,Activity I,1970-01-01 15:00:00,21600.0
1261,,,
1261,Activity H,1970-01-01 16:00:00,25200.0
1261,Activity F,1970-01-01 17:00:00,28800.0
1262,,,
1262,Activity B,1970-01-01 10:00:00,3600.0
1262,Activity C,1970-01-01 11:00:00,7200.0
1262,Activity D,1970-01-01 12:00:00,10800.0
1262,Activity E,1970-01-01 13:00:00,14400.0
1262,,,
1262,Activity M,,
1262,Activity K,1970-01-01 14:00:00,18000.0
1262,,,
1262,Activity J,,
1262,Activity N,1970-01-01 15:00:00,21600.0
1262,Activity L,,
1262,,1970-01-01 16:00:00,25200.0
1262,Activity F,1970-01-01 17:00:00,28800.0
1263,Activity A,1970-01-01 09:00:00,0.0
1263,,1970-01-01 10:00:00,3600.0
1263,,1970-01-01 11:00:00,7200.0
1263,,1970-01-01 12:00:00,10800.0
1263,,,
1263,,1970-01-01 14:00:00,18000.0
1263,Activity M,1970-01-01 14:00:00,18000.0
1263,Activity G,1970-01-01 14:00:00,18000.0
1263,Activity L,1970-01-01 15:00:00,21600.0
1263,Activity N,,
1263,Activity I,1970-01-01 15:00:00,21600.0
1263,Activity J,,
1263,,1970-01-01 16:00:00,25200.0
1263,Activity F,1970-01-01 17:00:00,28800.0
1264,Activity A,1970-01-01 09:00:00,0.0
1264,Activity B,1970-01-01 10:00:00,3600.0
1264,Activity C,,
1264,,1970-01-01 12:00:00,10800.0
1264,Activity E,,
1264,Activity K,1970-01-01 14:00:00,18000.0
1264,,1970-01-01 14:00:00,18000.0
1264,Activity M,1970-01-01 14:00:00,18000.0
1264,Activity L,1970-01-01 15:00:00,21600.0
1264,Activity J,,
1264,,1970-01-01 15:00:00,21600.0
1264,,1970-01-01 15:00:00,21600.0
1264,Activity H,1970-01-01 16:00:00,25200.0
1264,Activity F,1970-01-01 17:00:00,28800.0
1265,Activity A,1970-01-01 09:00:00,0.0
1265,Activity B,1970-01-01 10:00:00,3600.0
1265,Activity C,,
1265,Activity D,1970-01-01 12:00:00,10800.0
1265,,1970-01-01 13:00:00,14400.0
1265,Activity K,1970-01-01 14:00:00,18000.0
1265,Activity M,1970-01-01 14:00:00,18000.0
1265,,1970-01-01 14:00:00,18000.0
1265,,1970-01-01 15:00:00,21600.0
1265,Activity N,,
1265,,1970-01-01 15:00:00,21600.0
1265,Activity J,1970-01-01 15:00:00,21600.0
1265,Activity H,1970-01-01 16:00:00,25200.0
1265,Activity F,1970-01-01 17:00:00,28800.0
1266,Activity A,1970-01-01 09:00:00,0.0
1266,Activity B,1970-01-01 10:00:00,3600.0
1266,Activity C,1970-01-01 11:00:00,7200.0
1266,Activity D,1970-01-01 12:00:00,10800.0
1266,Activity E,1970-01-01 13:00:00,14400.0
1266,Activity K,,
1266,,,
1266,Activity G,1970-01-01 14:00:00,18000.0
1266,,,
1266,Activity N,1970-01-01 15:00:00,21600.0
1266,Activity I,,
1266,Activity J,1970-01-01 15:00:00,21600.0
1266,,1970-01-01 16:00:00,25200.0
1266,,1970-01-01 17:00:00,28800.0
1267,Activity A,1970-01-01 09:00:00,0.0
1267,Activity B,1970-01-01 10:00:00,3600.0
1267,Activity C,1970-01-01 11:00:00,7200.0
1267,Activity D,1970-01-01 12:00:00,10800.0
1267,,1970-01-01 13:00:00,14400.0
1267,Activity M,1970-01-01 14:00:00,18000.0
1267,Activity K,1970-01-01 14:00:00,18000.0
1267,Activity G,1970-01-01 14:00:00,18000.0
1267,Activity N,,
1267,,1970-01-01 15:00:00,21600.0
1267,Activity J,,
1267,Activity I,,
1267,Activity H,,
1267,,1970-01-01 17:00:00,28800.0
1268,,1970-01-01 09:00:00,0.0
1268,Activity B,1970-01-01 10:00:00,3600.0
1268,,,
1268,Activity D,1970-01-01 12:00:00,10800.0
1268,Activity E,,
1268,Activity M,1970-01-01 14:00:00,18000.0
1268,Activity G,1970-01-01 14:00:00,18000.0
1268,Activity K,,
1268,Activity N,1970-01-01 15:00:00,21600.0
1268,Activity I,1970-01-01 15:00:00,21600.0
1268,Activity J,,
1268,Activity L,1970-01-01 15:00:00,21600.0
1268,Activity H,,
1268,Activity F,1970-01-01 17:00:00,28800.0
1269,Activity A,,
1269,,,
1269,,1970-01-01 11:00:00,7200.0
1269,,,
1269,Activity E,1970-01-01 13:00:00,14400.0
