CaseID,Activity,CompleteTimestamp,CumTimeInterval,NormalizedTime
1113,Activity C,1970-01-01 11:00:00,7200.0,0.24999913194745854
1113,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
1113,,,,
1113,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
1113,,1970-01-01 14:00:00,18000.0,0.6249978298686463
1113,,1970-01-01 14:00:00,18000.0,0.6249978298686463
1113,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
1113,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
1113,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
1113,Activity L,1970-01-01 15:00:00,21600.0,0.7499973958423756
1113,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
1113,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1114,,1970-01-01 09:00:00,0.0,0.0
1114,Activity B,,,
1114,Activity C,,,
1114,,1970-01-01 12:00:00,10800.0,0.3749986979211878
1114,Activity E,1970-01-01 13:00:00,14400.0,0.4999982638949171
1114,,,,
1114,,1970-01-01 14:00:00,18000.0,0.6249978298686463
1114,,1970-01-01 14:00:00,18000.0,0.6249978298686463
1114,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
1114,Activity I,,,
1114,,,,
1114,Activity L,1970-01-01 15:00:00,21600.0,0.7499973958423756
1114,Activity H,,,
1114,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1115,,1970-01-01 09:00:00,0.0,0.0
1115,Activity B,1970-01-01 10:00:00,3600.0,0.1428565759659684
1115,Activity C,1970-01-01 11:00:00,7200.0,0.2857131519319368
1115,Activity D,,,
1115,Activity E,1970-01-01 13:00:00,14400.0,0.5714263038638736
1115,Activity M,1970-01-01 14:00:00,18000.0,0.714282879829842
1115,,1970-01-01 14:00:00,18000.0,0.714282879829842
1115,Activity K,1970-01-01 14:00:00,18000.0,0.714282879829842
1115,Activity N,1970-01-01 15:00:00,21600.0,0.8571394557958104
1115,Activity J,1970-01-01 15:00:00,21600.0,0.8571394557958104
1115,,1970-01-01 15:00:00,21600.0,0.8571394557958104
1115,Activity L,,,
1115,Activity H,1970-01-01 16:00:00,25200.0,0.9999960317617788
1115,Activity F,,,
1116,Activity A,1970-01-01 09:00:00,0.0,0.0
1116,Activity B,1970-01-01 10:00:00,3600.0,0.16666589506530063
1116,,1970-01-01 11:00:00,7200.0,0.33333179013060127
1116,Activity D,1970-01-01 12:00:00,10800.0,0.49999768519590193
1116,Activity E,,,
1116,,1970-01-01 14:00:00,18000.0,0.8333294753265031
1116,Activity M,,,
1116,Activity K,1970-01-01 14:00:00,18000.0,0.8333294753265031
1116,Activity J,,,
1116,Activity I,1970-01-01 15:00:00,21600.0,0.9999953703918039
1116,,1970-01-01 15:00:00,21600.0,0.9999953703918039
1116,Activity L,1970-01-01 15:00:00,21600.0,0.9999953703918039
1116,,,,
1116,Activity F,,,
1117,,1970-01-01 09:00:00,0.0,0.0
1117,Activity B,1970-01-01 10:00:00,3600.0,0.16666589506530063
1117,Activity C,1970-01-01 11:00:00,7200.0,0.33333179013060127
1117,Activity D,,,
1117,Activity E,,,
1117,Activity M,1970-01-01 14:00:00,18000.0,0.8333294753265031
1117,Activity G,1970-01-01 14:00:00,18000.0,0.8333294753265031
1117,Activity K,1970-01-01 14:00:00,18000.0,0.8333294753265031
1117,,1970-01-01 15:00:00,21600.0,0.9999953703918039
1117,Activity I,1970-01-01 15:00:00,21600.0,0.9999953703918039
1117,Activity J,1970-01-01 15:00:00,21600.0,0.9999953703918039
1117,,1970-01-01 15:00:00,21600.0,0.9999953703918039
1117,Activity H,,,
1117,Activity F,,,
1118,Activity A,1970-01-01 09:00:00,0.0,0.0
1118,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
1118,,1970-01-01 11:00:00,7200.0,0.24999913194745854
1118,,1970-01-01 12:00:00,10800.0,0.3749986979211878
1118,Activity E,,,
1118,,1970-01-01 14:00:00,18000.0,0.6249978298686463
1118,Activity G,,,
1118,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
1118,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1118,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
1118,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
1118,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1118,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
1118,,1970-01-01 17:00:00,28800.0,0.9999965277898342
1119,Activity A,,,
1119,Activity B,,,
1119,Activity C,1970-01-01 11:00:00,7200.0,0.0
1119,Activity D,1970-01-01 12:00:00,10800.0,0.16666589506530063
1119,,1970-01-01 13:00:00,14400.0,0.33333179013060127
1119,Activity M,1970-01-01 14:00:00,18000.0,0.49999768519590193
1119,Activity K,,,
1119,Activity G,1970-01-01 14:00:00,18000.0,0.49999768519590193
1119,Activity N,1970-01-01 15:00:00,21600.0,0.6666635802612025
1119,Activity L,1970-01-01 15:00:00,21600.0,0.6666635802612025
1119,,1970-01-01 15:00:00,21600.0,0.6666635802612025
1119,Activity J,,,
1119,Activity H,,,
1119,,1970-01-01 17:00:00,28800.0,0.9999953703918039
1120,Activity A,1970-01-01 09:00:00,0.0,0.0
1120,Activity B,,,
1120,Activity C,,,
1120,,1970-01-01 12:00:00,10800.0,0.3749986979211878
1120,Activity E,,,
1120,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
1120,Activity K,,,
1120,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
1120,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
1120,,,,
1120,Activity L,1970-01-01 15:00:00,21600.0,0.7499973958423756
1120,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
1120,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
1120,,1970-01-01 17:00:00,28800.0,0.9999965277898342
1121,Activity A,,,
1121,Activity B,1970-01-01 10:00:00,3600.0,0.0
1121,Activity C,,,
1121,Activity D,,,
1121,Activity E,1970-01-01 13:00:00,14400.0,0.4285697278979052
1121,Activity M,1970-01-01 14:00:00,18000.0,0.5714263038638736
1121,Activity G,,,
1121,,1970-01-01 14:00:00,18000.0,0.5714263038638736
1121,,1970-01-01 15:00:00,21600.0,0.714282879829842
1121,Activity J,1970-01-01 15:00:00,21600.0,0.714282879829842
1121,Activity I,,,
1121,,1970-01-01 15:00:00,21600.0,0.714282879829842
1121,Activity H,1970-01-01 16:00:00,25200.0,0.8571394557958104
1121,,1970-01-01 17:00:00,28800.0,0.9999960317617788
1122,,1970-01-01 09:00:00,0.0,0.0
1122,Activity B,,,
1122,,1970-01-01 11:00:00,7200.0,0.33333179013060127
1122,Activity D,1970-01-01 12:00:00,10800.0,0.49999768519590193
1122,Activity E,1970-01-01 13:00:00,14400.0,0.6666635802612025
1122,Activity M,1970-01-01 14:00:00,18000.0,0.8333294753265031
1122,Activity K,1970-01-01 14:00:00,18000.0,0.8333294753265031
1122,,1970-01-01 14:00:00,18000.0,0.8333294753265031
1122,Activity N,1970-01-01 15:00:00,21600.0,0.9999953703918039
1122,Activity L,,,
1122,Activity I,1970-01-01 15:00:00,21600.0,0.9999953703918039
1122,Activity J,,,
1122,Activity H,,,
1122,,,,
1123,,,,
1123,Activity B,1970-01-01 10:00:00,3600.0,0.0
1123,Activity C,1970-01-01 11:00:00,7200.0,0.16666589506530063
1123,Activity D,1970-01-01 12:00:00,10800.0,0.33333179013060127
1123,,1970-01-01 13:00:00,14400.0,0.49999768519590193
1123,Activity K,,,
1123,Activity M,1970-01-01 14:00:00,18000.0,0.6666635802612025
1123,Activity G,,,
1123,Activity L,1970-01-01 15:00:00,21600.0,0.8333294753265031
1123,Activity N,,,
1123,,1970-01-01 15:00:00,21600.0,0.8333294753265031
1123,Activity J,1970-01-01 15:00:00,21600.0,0.8333294753265031
1123,,1970-01-01 16:00:00,25200.0,0.9999953703918039
1123,Activity F,,,
1124,Activity A,1970-01-01 09:00:00,0.0,0.0
1124,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
1124,Activity C,1970-01-01 11:00:00,7200.0,0.24999913194745854
1124,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
1124,Activity E,,,
1124,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
1124,Activity K,,,
1124,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
1124,Activity J,,,
1124,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1124,Activity L,1970-01-01 15:00:00,21600.0,0.7499973958423756
1124,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
1124,Activity H,,,
1124,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1125,,1970-01-01 09:00:00,0.0,0.0
1125,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
1125,,1970-01-01 11:00:00,7200.0,0.24999913194745854
1125,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
1125,Activity E,1970-01-01 13:00:00,14400.0,0.4999982638949171
1125,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
1125,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
1125,,1970-01-01 14:00:00,18000.0,0.6249978298686463
1125,Activity L,1970-01-01 15:00:00,21600.0,0.7499973958423756
1125,Activity I,,,
1125,,,,
1125,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1125,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
1125,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1126,Activity A,,,
1126,Activity B,1970-01-01 10:00:00,3600.0,0.0
1126,,1970-01-01 11:00:00,7200.0,0.1428565759659684
1126,,1970-01-01 12:00:00,10800.0,0.2857131519319368
1126,Activity E,1970-01-01 13:00:00,14400.0,0.4285697278979052
1126,,1970-01-01 14:00:00,18000.0,0.5714263038638736
1126,Activity G,1970-01-01 14:00:00,18000.0,0.5714263038638736
1126,Activity M,1970-01-01 14:00:00,18000.0,0.5714263038638736
1126,Activity L,1970-01-01 15:00:00,21600.0,0.714282879829842
1126,Activity I,1970-01-01 15:00:00,21600.0,0.714282879829842
1126,Activity J,1970-01-01 15:00:00,21600.0,0.714282879829842
1126,,,,
1126,Activity H,,,
1126,,1970-01-01 17:00:00,28800.0,0.9999960317617788
1127,Activity A,1970-01-01 09:00:00,0.0,0.0
1127,,1970-01-01 10:00:00,3600.0,0.12499956597372927
1127,Activity C,,,
1127,,1970-01-01 12:00:00,10800.0,0.3749986979211878
1127,Activity E,,,
1127,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
1127,,,,
1127,Activity K,,,
1127,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
1127,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
1127,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
1127,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1127,,1970-01-01 16:00:00,25200.0,0.8749969618161049
1127,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1128,Activity A,,,
1128,,,,
1128,,1970-01-01 11:00:00,7200.0,0.0
1128,Activity D,,,
1128,Activity E,1970-01-01 13:00:00,14400.0,0.33333179013060127
1128,Activity M,1970-01-01 14:00:00,18000.0,0.49999768519590193
1128,Activity K,1970-01-01 14:00:00,18000.0,0.49999768519590193
1128,Activity G,1970-01-01 14:00:00,18000.0,0.49999768519590193
1128,Activity N,,,
1128,Activity L,1970-01-01 15:00:00,21600.0,0.6666635802612025
1128,Activity I,1970-01-01 15:00:00,21600.0,0.6666635802612025
1128,,1970-01-01 15:00:00,21600.0,0.6666635802612025
1128,,1970-01-01 16:00:00,25200.0,0.8333294753265031
1128,Activity F,1970-01-01 17:00:00,28800.0,0.9999953703918039
1129,Activity A,,,
1129,Activity B,,,
1129,Activity C,1970-01-01 11:00:00,7200.0,0.0
1129,Activity D,1970-01-01 12:00:00,10800.0,0.16666589506530063
1129,Activity E,,,
1129,,1970-01-01 14:00:00,18000.0,0.49999768519590193
1129,,1970-01-01 14:00:00,18000.0,0.49999768519590193
1129,Activity K,1970-01-01 14:00:00,18000.0,0.49999768519590193
1129,Activity I,1970-01-01 15:00:00,21600.0,0.6666635802612025
1129,Activity J,,,
1129,,1970-01-01 15:00:00,21600.0,0.6666635802612025
1129,Activity L,1970-01-01 15:00:00,21600.0,0.6666635802612025
1129,Activity H,1970-01-01 16:00:00,25200.0,0.8333294753265031
1129,Activity F,1970-01-01 17:00:00,28800.0,0.9999953703918039
1130,Activity A,1970-01-01 09:00:00,0.0,0.0
1130,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
1130,,1970-01-01 11:00:00,7200.0,0.24999913194745854
1130,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
1130,,1970-01-01 13:00:00,14400.0,0.4999982638949171
1130,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
1130,,1970-01-01 14:00:00,18000.0,0.6249978298686463
1130,Activity M,,,
1130,,,,
1130,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
1130,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
1130,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
1130,,1970-01-01 16:00:00,25200.0,0.8749969618161049
1130,,1970-01-01 17:00:00,28800.0,0.9999965277898342
1131,Activity A,1970-01-01 09:00:00,0.0,0.0
1131,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
1131,,1970-01-01 11:00:00,7200.0,0.24999913194745854
1131,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
1131,Activity E,,,
1131,Activity K,,,
1131,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
1131,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
1131,Activity L,1970-01-01 15:00:00,21600.0,0.7499973958423756
1131,,,,
1131,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
1131,Activity N,,,
1131,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
1131,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1132,Activity A,1970-01-01 09:00:00,0.0,0.0
1132,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
1132,Activity C,,,
1132,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
1132,,,,
1132,Activity K,,,
1132,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
1132,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
1132,Activity L,1970-01-01 15:00:00,21600.0,0.7499973958423756
1132,Activity I,,,
1132,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1132,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
1132,Activity H,,,
1132,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1133,,1970-01-01 09:00:00,0.0,0.0
1133,Activity B,1970-01-01 10:00:00,3600.0,0.1428565759659684
1133,Activity C,1970-01-01 11:00:00,7200.0,0.2857131519319368
1133,,1970-01-01 12:00:00,10800.0,0.4285697278979052
1133,Activity E,1970-01-01 13:00:00,14400.0,0.5714263038638736
1133,Activity M,1970-01-01 14:00:00,18000.0,0.714282879829842
1133,,1970-01-01 14:00:00,18000.0,0.714282879829842
1133,,,,
1133,,1970-01-01 15:00:00,21600.0,0.8571394557958104
1133,Activity I,1970-01-01 15:00:00,21600.0,0.8571394557958104
1133,,,,
1133,,,,
1133,Activity H,1970-01-01 16:00:00,25200.0,0.9999960317617788
1133,Activity F,,,
1134,,1970-01-01 09:00:00,0.0,0.0
1134,Activity B,1970-01-01 10:00:00,3600.0,0.16666589506530063
1134,,1970-01-01 11:00:00,7200.0,0.33333179013060127
1134,Activity D,1970-01-01 12:00:00,10800.0,0.49999768519590193
1134,Activity E,1970-01-01 13:00:00,14400.0,0.6666635802612025
1134,Activity K,1970-01-01 14:00:00,18000.0,0.8333294753265031
1134,,1970-01-01 14:00:00,18000.0,0.8333294753265031
1134,Activity G,1970-01-01 14:00:00,18000.0,0.8333294753265031
1134,,1970-01-01 15:00:00,21600.0,0.9999953703918039
1134,Activity N,1970-01-01 15:00:00,21600.0,0.9999953703918039
1134,,,,
1134,,,,
1134,Activity H,,,
1134,Activity F,,,
1135,Activity A,1970-01-01 09:00:00,0.0,0.0
1135,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
1135,Activity C,,,
1135,Activity D,,,
1135,Activity E,1970-01-01 13:00:00,14400.0,0.4999982638949171
1135,Activity M,,,
1135,,1970-01-01 14:00:00,18000.0,0.6249978298686463
1135,Activity G,,,
1135,Activity N,,,
1135,Activity L,,,
1135,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1135,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
1135,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
1135,,1970-01-01 17:00:00,28800.0,0.9999965277898342
1136,,1970-01-01 09:00:00,0.0,0.0
1136,Activity B,,,
1136,Activity C,,,
1136,Activity D,,,
1136,,1970-01-01 13:00:00,14400.0,0.4999982638949171
1136,,1970-01-01 14:00:00,18000.0,0.6249978298686463
1136,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
1136,,,,
1136,,,,
1136,Activity N,,,
1136,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1136,Activity J,,,
1136,,,,
1136,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1137,Activity A,1970-01-01 09:00:00,0.0,0.0
1137,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
1137,,1970-01-01 11:00:00,7200.0,0.24999913194745854
1137,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
1137,,1970-01-01 13:00:00,14400.0,0.4999982638949171
1137,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
1137,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
1137,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
1137,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
1137,Activity L,,,
1137,,,,
1137,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
1137,,1970-01-01 16:00:00,25200.0,0.8749969618161049
1137,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1138,Activity A,1970-01-01 09:00:00,0.0,0.0
1138,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
1138,Activity C,,,
1138,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
1138,,1970-01-01 13:00:00,14400.0,0.4999982638949171
1138,,,,
1138,Activity K,,,
1138,,,,
1138,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
1138,Activity L,,,
1138,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1138,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1138,,,,
1138,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1139,,1970-01-01 09:00:00,0.0,0.0
1139,,1970-01-01 10:00:00,3600.0,0.1428565759659684
1139,Activity C,1970-01-01 11:00:00,7200.0,0.2857131519319368
1139,Activity D,1970-01-01 12:00:00,10800.0,0.4285697278979052
1139,,1970-01-01 13:00:00,14400.0,0.5714263038638736
1139,,1970-01-01 14:00:00,18000.0,0.714282879829842
1139,Activity G,1970-01-01 14:00:00,18000.0,0.714282879829842
1139,Activity M,,,
1139,Activity L,,,
1139,Activity J,1970-01-01 15:00:00,21600.0,0.8571394557958104
1139,Activity I,1970-01-01 15:00:00,21600.0,0.8571394557958104
1139,Activity N,1970-01-01 15:00:00,21600.0,0.8571394557958104
1139,Activity H,1970-01-01 16:00:00,25200.0,0.9999960317617788
1139,Activity F,,,
1140,Activity A,,,
1140,Activity B,1970-01-01 10:00:00,3600.0,0.0
1140,Activity C,,,
1140,Activity D,1970-01-01 12:00:00,10800.0,0.2857131519319368
1140,,,,
1140,Activity M,,,
1140,Activity K,1970-01-01 14:00:00,18000.0,0.5714263038638736
1140,Activity G,1970-01-01 14:00:00,18000.0,0.5714263038638736
1140,Activity N,,,
1140,Activity L,1970-01-01 15:00:00,21600.0,0.714282879829842
1140,Activity J,1970-01-01 15:00:00,21600.0,0.714282879829842
1140,,1970-01-01 15:00:00,21600.0,0.714282879829842
1140,Activity H,1970-01-01 16:00:00,25200.0,0.8571394557958104
1140,Activity F,1970-01-01 17:00:00,28800.0,0.9999960317617788
1141,,1970-01-01 09:00:00,0.0,0.0
1141,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
1141,Activity C,1970-01-01 11:00:00,7200.0,0.24999913194745854
1141,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
1141,,,,
1141,,1970-01-01 14:00:00,18000.0,0.6249978298686463
1141,,1970-01-01 14:00:00,18000.0,0.6249978298686463
1141,Activity G,1970-01-01 14:00:00,18000.0,0.6249978298686463
1141,Activity N,,,
1141,Activity L,,,
1141,Activity J,,,
1141,,,,
1141,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
1141,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1142,,1970-01-01 09:00:00,0.0,0.0
1142,Activity B,,,
1142,Activity C,1970-01-01 11:00:00,7200.0,0.2857131519319368
1142,,1970-01-01 12:00:00,10800.0,0.4285697278979052
1142,Activity E,1970-01-01 13:00:00,14400.0,0.5714263038638736
1142,Activity M,1970-01-01 14:00:00,18000.0,0.714282879829842
1142,Activity K,1970-01-01 14:00:00,18000.0,0.714282879829842
1142,Activity G,1970-01-01 14:00:00,18000.0,0.714282879829842
1142,Activity N,1970-01-01 15:00:00,21600.0,0.8571394557958104
1142,Activity L,1970-01-01 15:00:00,21600.0,0.8571394557958104
1142,Activity J,1970-01-01 15:00:00,21600.0,0.8571394557958104
1142,,1970-01-01 15:00:00,21600.0,0.8571394557958104
1142,Activity H,1970-01-01 16:00:00,25200.0,0.9999960317617788
1142,Activity F,,,
1143,Activity A,1970-01-01 09:00:00,0.0,0.0
1143,,1970-01-01 10:00:00,3600.0,0.12499956597372927
1143,Activity C,1970-01-01 11:00:00,7200.0,0.24999913194745854
1143,Activity D,1970-01-01 12:00:00,10800.0,0.3749986979211878
1143,Activity E,1970-01-01 13:00:00,14400.0,0.4999982638949171
1143,Activity M,,,
1143,Activity G,,,
1143,Activity K,,,
1143,Activity N,,,
1143,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1143,,,,
1143,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1143,Activity H,,,
1143,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1144,,1970-01-01 09:00:00,0.0,0.0
1144,Activity B,1970-01-01 10:00:00,3600.0,0.1428565759659684
1144,Activity C,1970-01-01 11:00:00,7200.0,0.2857131519319368
1144,Activity D,1970-01-01 12:00:00,10800.0,0.4285697278979052
1144,Activity E,,,
1144,Activity G,,,
1144,Activity K,1970-01-01 14:00:00,18000.0,0.714282879829842
1144,Activity M,,,
1144,Activity I,1970-01-01 15:00:00,21600.0,0.8571394557958104
1144,Activity J,1970-01-01 15:00:00,21600.0,0.8571394557958104
1144,,1970-01-01 15:00:00,21600.0,0.8571394557958104
1144,Activity N,1970-01-01 15:00:00,21600.0,0.8571394557958104
1144,Activity H,1970-01-01 16:00:00,25200.0,0.9999960317617788
1144,Activity F,,,
1145,Activity A,1970-01-01 09:00:00,0.0,0.0
1145,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
1145,,1970-01-01 11:00:00,7200.0,0.24999913194745854
1145,Activity D,,,
1145,Activity E,1970-01-01 13:00:00,14400.0,0.4999982638949171
1145,,1970-01-01 14:00:00,18000.0,0.6249978298686463
1145,,1970-01-01 14:00:00,18000.0,0.6249978298686463
1145,Activity K,1970-01-01 14:00:00,18000.0,0.6249978298686463
1145,Activity N,1970-01-01 15:00:00,21600.0,0.7499973958423756
1145,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
1145,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
1145,Activity L,1970-01-01 15:00:00,21600.0,0.7499973958423756
1145,Activity H,,,
1145,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1146,,,,
1146,Activity B,1970-01-01 10:00:00,3600.0,0.0
1146,Activity C,1970-01-01 11:00:00,7200.0,0.1999988888950617
1146,Activity D,,,
1146,,1970-01-01 13:00:00,14400.0,0.5999966666851851
1146,Activity M,1970-01-01 14:00:00,18000.0,0.7999955555802468
1146,,,,
1146,Activity G,,,
1146,Activity N,1970-01-01 15:00:00,21600.0,0.9999944444753085
1146,Activity L,1970-01-01 15:00:00,21600.0,0.9999944444753085
1146,,,,
1146,Activity J,1970-01-01 15:00:00,21600.0,0.9999944444753085
1146,,,,
1146,Activity F,,,
1147,Activity A,,,
1147,Activity B,1970-01-01 10:00:00,3600.0,0.0
1147,Activity C,1970-01-01 11:00:00,7200.0,0.1428565759659684
1147,Activity D,,,
1147,,1970-01-01 13:00:00,14400.0,0.4285697278979052
1147,,1970-01-01 14:00:00,18000.0,0.5714263038638736
1147,,1970-01-01 14:00:00,18000.0,0.5714263038638736
1147,Activity G,1970-01-01 14:00:00,18000.0,0.5714263038638736
1147,Activity L,,,
1147,Activity N,1970-01-01 15:00:00,21600.0,0.714282879829842
1147,Activity J,1970-01-01 15:00:00,21600.0,0.714282879829842
1147,Activity I,1970-01-01 15:00:00,21600.0,0.714282879829842
1147,Activity H,1970-01-01 16:00:00,25200.0,0.8571394557958104
1147,,1970-01-01 17:00:00,28800.0,0.9999960317617788
1148,,1970-01-01 09:00:00,0.0,0.0
1148,,1970-01-01 10:00:00,3600.0,0.12499956597372927
1148,Activity C,,,
1148,Activity D,,,
1148,Activity E,,,
1148,,1970-01-01 14:00:00,18000.0,0.6249978298686463
1148,,,,
1148,Activity M,1970-01-01 14:00:00,18000.0,0.6249978298686463
1148,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1148,Activity J,1970-01-01 15:00:00,21600.0,0.7499973958423756
1148,Activity I,1970-01-01 15:00:00,21600.0,0.7499973958423756
1148,,1970-01-01 15:00:00,21600.0,0.7499973958423756
1148,Activity H,1970-01-01 16:00:00,25200.0,0.8749969618161049
1148,Activity F,1970-01-01 17:00:00,28800.0,0.9999965277898342
1149,,,,
1149,Activity B,,,
1149,Activity C,1970-01-01 11:00:00,7200.0,0.0
1149,Activity D,1970-01-01 12:00:00,10800.0,0.24999826390094512
1149,Activity E,1970-01-01 13:00:00,14400.0,0.49999652780189024
1149,Activity M,1970-01-01 14:00:00,18000.0,0.7499947917028353
1149,Activity K,,,
1149,Activity G,1970-01-01 14:00:00,18000.0,0.7499947917028353
1149,Activity N,,,
1149,Activity L,1970-01-01 15:00:00,21600.0,0.9999930556037805
1149,,,,
1149,Activity J,1970-01-01 15:00:00,21600.0,0.9999930556037805
1149,Activity H,,,
1149,,,,
1150,Activity A,,,
1150,Activity B,1970-01-01 10:00:00,3600.0,0.0
1150,,1970-01-01 11:00:00,7200.0,0.1428565759659684
1150,Activity D,1970-01-01 12:00:00,10800.0,0.2857131519319368
1150,Activity E,1970-01-01 13:00:00,14400.0,0.4285697278979052
1150,Activity K,1970-01-01 14:00:00,18000.0,0.5714263038638736
1150,Activity M,1970-01-01 14:00:00,18000.0,0.5714263038638736
1150,Activity G,1970-01-01 14:00:00,18000.0,0.5714263038638736
1150,,,,
1150,,1970-01-01 15:00:00,21600.0,0.714282879829842
1150,Activity J,,,
1150,Activity I,,,
1150,Activity H,1970-01-01 16:00:00,25200.0,0.8571394557958104
1150,Activity F,1970-01-01 17:00:00,28800.0,0.9999960317617788
1151,,1970-01-01 09:00:00,0.0,0.0
1151,Activity B,1970-01-01 10:00:00,3600.0,0.12499956597372927
1151,,1970-01-01 11:00:00,7200.0,0.24999913194745854
